     ksi;1.initialDensity;2.initialDensity;3.initialDensity;4.initialDensity;5.initialDensity;6.initialDensity;7.initialDensity;8.initialDensity;     tau;1.inputFlow;1.bunkerOutputFlow; 1.speed;2.inputFlow; 2.speed;3.inputFlow; 3.speed;4.inputFlow; 4.speed;5.inputFlow; 5.speed;6.inputFlow; 6.speed;6.connections.7;6.connections.8;7.inputFlow; 7.speed;8.inputFlow; 8.speed
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.12000;    0.23286;           0.25268; 0.25268;    0.05646; 0.71532;           ; 1.08931;    0.00058; 0.63288;    0.63033; 0.62843;           ; 1.55841;        0.40000;        0.60000;           ; 1.57374;           ; 0.74121
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.13000;    0.22802;           0.25166; 0.25166;    0.06572; 0.69636;           ; 1.10283;    0.00058; 0.68046;    0.65035; 0.58067;           ; 1.48355;        0.40000;        0.60000;           ; 1.68257;           ; 0.82738
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.14000;    0.22312;           0.25088; 0.25088;    0.07554; 0.67712;           ; 1.11322;    0.00517; 0.73110;    0.66256; 0.54323;           ; 1.39599;        0.40000;        0.60000;           ; 1.77056;           ; 0.94795
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.15000;    0.21817;           0.25034; 0.25034;    0.08588; 0.65767;           ; 1.12038;    0.01428; 0.78402;    0.66667; 0.51704;           ; 1.29882;        0.40000;        0.60000;           ; 1.83348;           ; 1.09536
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.16000;    0.21317;           0.25005; 0.25005;    0.09670; 0.63809;           ; 1.12426;    0.02776; 0.83837;    0.66256; 0.50274;           ; 1.19550;        0.40000;        0.60000;           ; 1.86829;           ; 1.26033
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.17000;    0.20811;           0.25001; 0.25001;    0.10797; 0.61846;           ; 1.12481;    0.04540; 0.89330;    0.65035; 0.50068;           ; 1.08968;        0.40000;        0.60000;           ; 1.87332;           ; 1.43251
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.18000;    0.20302;           0.25022; 0.25022;    0.11963; 0.59885;           ; 1.12204;    0.06693; 0.94794;    0.63033; 0.51092;           ; 0.98511;        0.40000;        0.60000;           ; 1.84833;           ; 1.60108
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.19000;    0.19790;           0.25067; 0.25067;    0.13164; 0.57935;           ; 1.11597;    0.09201; 1.00143;    0.60301; 0.53321;           ; 0.88550;        0.40000;        0.60000;           ; 1.79452;           ; 1.75544
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.20000;    0.19274;           0.25137; 0.25137;    0.14395; 0.56003;           ; 1.10665;    0.12023; 1.05293;    0.56904; 0.56698;           ; 0.79437;        0.40000;        0.60000;           ; 1.71448;           ; 1.88590
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.21000;    0.18756;           0.25231; 0.25231;    0.15652; 0.54096;           ; 1.09416;    0.15115; 1.10162;    0.52926; 0.61142;           ; 0.71496;        0.40000;        0.60000;           ; 1.61207;           ; 1.98426
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.22000;    0.18235;           0.25350; 0.25350;    0.16930; 0.52223;           ; 1.07862;    0.18430; 1.14674;    0.48466; 0.66543;           ; 0.65007;        0.40000;        0.60000;           ; 1.49222;           ; 2.04433
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.23000;    0.17713;           0.25493; 0.25493;    0.18222; 0.50390;           ; 1.06016;    0.21913; 1.18757;    0.43634; 0.72767;           ; 0.60200;        0.40000;        0.60000;           ; 1.36070;           ; 2.06235
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.24000;    0.17190;           0.25661; 0.25661;    0.19525; 0.48605;           ; 1.03894;    0.25511; 1.22347;    0.38548; 0.79662;           ; 0.57246;        0.40000;        0.60000;           ; 1.22385;           ; 2.03718
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.25000;    0.16667;           0.25852; 0.25852;    0.20833; 0.46875;           ; 1.01517;    0.29167; 1.25388;    0.33333; 0.87058;           ; 0.56250;        0.40000;        0.60000;           ; 1.08826;           ; 1.97040
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.26000;    0.16143;           0.26067; 0.26067;    0.22141; 0.45207;           ; 0.98903;    0.32822; 1.27831;    0.28119; 0.94773;           ; 0.57246;        0.40000;        0.60000;           ; 0.96046;           ; 1.86621
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.27000;    0.15620;           0.26306; 0.26306;    0.23444; 0.43606;           ; 0.96078;    0.36420; 1.29638;    0.23033; 1.02616;           ; 0.60200;        0.40000;        0.60000;           ; 0.84661;           ; 1.73116
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.28000;    0.15098;           0.26568; 0.26568;    0.24737; 0.42081;           ; 0.93066;    0.39904; 1.30780;    0.18200; 1.10395;           ; 0.65007;        0.40000;        0.60000;           ; 0.75218;           ; 1.57372
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.29000;    0.14578;           0.26853; 0.26853;    0.26014; 0.40636;           ; 0.89893;    0.43218; 1.31240;    0.13740; 1.17917;           ; 0.71496;        0.40000;        0.60000;           ; 0.68174;           ; 1.40380
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.30000;    0.14059;           0.27161; 0.27161;    0.27271; 0.39277;           ; 0.86588;    0.46310; 1.31011;    0.09763; 1.24999;           ; 0.79437;        0.40000;        0.60000;           ; 0.63866;           ; 1.23207
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.31000;    0.13544;           0.27492; 0.27492;    0.28503; 0.38010;           ; 0.83180;    0.49133; 1.30094;    0.06366; 1.31465;           ; 0.88550;        0.40000;        0.60000;           ; 0.62503;           ; 1.06933
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.32000;    0.13031;           0.27845; 0.27845;    0.29704; 0.36839;           ; 0.79700;    0.51640; 1.28507;    0.03633; 1.37157;           ; 0.98511;        0.40000;        0.60000;           ; 0.64151;           ; 0.92578
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.33000;    0.12522;           0.28220; 0.28220;    0.30870; 0.35770;           ; 0.76178;    0.53793; 1.26272;    0.01631; 1.41933;           ; 1.08968;        0.40000;        0.60000;           ; 0.68729;           ; 0.81047
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.34000;    0.12017;           0.28616; 0.28616;    0.31996; 0.34806;           ; 0.72645;    0.55557; 1.23426;    0.00410; 1.45677;           ; 1.19550;        0.40000;        0.60000;           ; 0.76018;           ; 0.73062
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.35000;    0.11516;           0.29033; 0.29033;    0.33079; 0.33952;           ; 0.69134;    0.56906; 1.20014;    0.00000; 1.48296;           ; 1.29882;        0.40000;        0.60000;           ; 0.85665;           ; 0.69127
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.36000;    0.11021;           0.29471; 0.29471;    0.34113; 0.33210;           ; 0.65674;    0.57817; 1.16089;    0.00410; 1.49726;           ; 1.39599;        0.40000;        0.60000;           ; 0.97208;           ; 0.69487
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.37000;    0.10531;           0.29930; 0.29930;    0.35095; 0.32584;           ; 0.62297;    0.58276; 1.11712;    0.01631; 1.49932;           ; 1.48355;        0.40000;        0.60000;           ; 1.10089;           ; 0.74121
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.38000;    0.10048;           0.30408; 0.30408;    0.36020; 0.32076;           ; 0.59033;    0.58276; 1.06954;    0.03633; 1.48908;           ; 1.55841;        0.40000;        0.60000;           ; 1.23688;           ; 0.82738
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.39000;    0.09570;           0.30905; 0.30905;    0.36886; 0.31688;           ; 0.55911;    0.57817; 1.01890;    0.06366; 1.46679;           ; 1.61792;        0.40000;        0.60000;           ; 1.37351;           ; 0.94795
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.40000;    0.09100;           0.31421; 0.31421;    0.37688; 0.31421;           ; 0.52958;    0.56906; 0.96598;    0.09763; 1.43302;           ; 1.65997;        0.40000;        0.60000;           ; 1.50419;           ; 1.09536
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.41000;    0.08637;           0.31956; 0.31956;    0.38423; 0.31277;           ; 0.50201;    0.55557; 0.91163;    0.13740; 1.38858;           ; 1.68306;        0.40000;        0.60000;           ; 1.62262;           ; 1.26033
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.42000;    0.08183;           0.32508; 0.32508;    0.39090; 0.31257;           ; 0.47664;    0.53793; 0.85670;    0.18200; 1.33457;           ; 1.68639;        0.40000;        0.60000;           ; 1.72310;           ; 1.43251
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.43000;    0.07736;           0.33078; 0.33078;    0.39684; 0.31360;           ; 0.45369;    0.51640; 0.80206;    0.23033; 1.27233;           ; 1.66983;        0.40000;        0.60000;           ; 1.80080;           ; 1.60108
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.44000;    0.07299;           0.33664; 0.33664;    0.40204; 0.31585;           ; 0.43338;    0.49133; 0.74857;    0.28119; 1.20338;           ; 1.63397;        0.40000;        0.60000;           ; 1.85197;           ; 1.75544
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.45000;    0.06870;           0.34267; 0.34267;    0.40647; 0.31933;           ; 0.41587;    0.46310; 0.69707;    0.33333; 1.12942;           ; 1.58007;        0.40000;        0.60000;           ; 1.87414;           ; 1.88590
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.46000;    0.06452;           0.34885; 0.34885;    0.41012; 0.32401;           ; 0.40133;    0.43218; 0.64838;    0.38548; 1.05227;           ; 1.51006;        0.40000;        0.60000;           ; 1.86625;           ; 1.98426
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.47000;    0.06043;           0.35518; 0.35518;    0.41298; 0.32988;           ; 0.38989;    0.39904; 0.60326;    0.43634; 0.97384;           ; 1.42640;        0.40000;        0.60000;           ; 1.82868;           ; 2.04433
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.48000;    0.05645;           0.36165; 0.36165;    0.41502; 0.33692;           ; 0.38164;    0.36420; 0.56243;    0.48466; 0.89605;           ; 1.33207;        0.40000;        0.60000;           ; 1.76323;           ; 2.06235
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.49000;    0.05258;           0.36826; 0.36826;    0.41626; 0.34509;           ; 0.37666;    0.32822; 0.52653;    0.52926; 0.82083;           ; 1.23040;        0.40000;        0.60000;           ; 1.67307;           ; 2.03718
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.50000;    0.04882;           0.37500; 0.37500;    0.41667; 0.35437;           ; 0.37500;    0.29167; 0.49612;    0.56904; 0.75001;           ; 1.12500;        0.40000;        0.60000;           ; 1.56252;           ; 1.97040
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.51000;    0.04517;           0.38186; 0.38186;    0.41626; 0.36471;           ; 0.37666;    0.25511; 0.47169;    0.60301; 0.68535;           ; 1.01960;        0.40000;        0.60000;           ; 1.43693;           ; 1.86621
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.52000;    0.04165;           0.38884; 0.38884;    0.41502; 0.37608;           ; 0.38164;    0.21913; 0.45362;    0.63033; 0.62843;           ; 0.91793;        0.40000;        0.60000;           ; 1.30232;           ; 1.73116
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.53000;    0.03825;           0.39593; 0.39593;    0.41298; 0.38844;           ; 0.38989;    0.18430; 0.44220;    0.65035; 0.58067;           ; 0.82360;        0.40000;        0.60000;           ; 1.16520;           ; 1.57372
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.54000;    0.03497;           0.40312; 0.40312;    0.41012; 0.40173;           ; 0.40133;    0.15115; 0.43760;    0.66256; 0.54323;           ; 0.73994;        0.40000;        0.60000;           ; 1.03217;           ; 1.40380
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.55000;    0.03183;           0.41041; 0.41041;    0.40647; 0.41590;           ; 0.41587;    0.12023; 0.43989;    0.66667; 0.51704;           ; 0.66993;        0.40000;        0.60000;           ; 0.90962;           ; 1.23207
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.56000;    0.02882;           0.41778; 0.41778;    0.40204; 0.43089;           ; 0.43338;    0.09201; 0.44906;    0.66256; 0.50274;           ; 0.61603;        0.40000;        0.60000;           ; 0.80347;           ; 1.06933
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.57000;    0.02595;           0.42524; 0.42524;    0.39684; 0.44665;           ; 0.45369;    0.06693; 0.46493;    0.65035; 0.50068;           ; 0.58017;        0.40000;        0.60000;           ; 0.71883;           ; 0.92578
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.58000;    0.02321;           0.43277; 0.43277;    0.39090; 0.46312;           ; 0.47664;    0.04540; 0.48728;    0.63033; 0.51092;           ; 0.56361;        0.40000;        0.60000;           ; 0.65977;           ; 0.81047
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.59000;    0.02062;           0.44037; 0.44037;    0.38423; 0.48022;           ; 0.50201;    0.02776; 0.51574;    0.60301; 0.53321;           ; 0.56694;        0.40000;        0.60000;           ; 0.62915;           ; 0.73062
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.60000;    0.01817;           0.44802; 0.44802;    0.37688; 0.49789;           ; 0.52958;    0.01428; 0.54986;    0.56904; 0.56698;           ; 0.59003;        0.40000;        0.60000;           ; 0.62842;           ; 0.69127
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.61000;    0.01586;           0.45573; 0.45573;    0.36886; 0.51607;           ; 0.55911;    0.00517; 0.58911;    0.52926; 0.61142;           ; 0.63208;        0.40000;        0.60000;           ; 0.65764;           ; 0.69487
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.62000;    0.01371;           0.46348; 0.46348;    0.36020; 0.53468;           ; 0.59033;    0.00058; 0.63288;    0.48466; 0.66543;           ; 0.69159;        0.40000;        0.60000;           ; 0.71538;           ; 0.74121
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.63000;    0.01170;           0.47127; 0.47127;    0.35095; 0.55364;           ; 0.62297;    0.00058; 0.68046;    0.43634; 0.72767;           ; 0.76645;        0.40000;        0.60000;           ; 0.79888;           ; 0.82738
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.64000;    0.00985;           0.47908; 0.47908;    0.34113; 0.57288;           ; 0.65674;    0.00517; 0.73110;    0.38548; 0.79662;           ; 0.85401;        0.40000;        0.60000;           ; 0.90411;           ; 0.94795
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.65000;    0.00816;           0.48692; 0.48692;    0.33079; 0.59233;           ; 0.69134;    0.01428; 0.78402;    0.33333; 0.87058;           ; 0.95118;        0.40000;        0.60000;           ; 1.02600;           ; 1.09536
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.66000;    0.00662;           0.49476; 0.49476;    0.31996; 0.61191;           ; 0.72645;    0.02776; 0.83837;    0.28119; 0.94773;           ; 1.05450;        0.40000;        0.60000;           ; 1.15867;           ; 1.26033
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.67000;    0.00524;           0.50262; 0.50262;    0.30870; 0.63154;           ; 0.76178;    0.04540; 0.89330;    0.23033; 1.02616;           ; 1.16032;        0.40000;        0.60000;           ; 1.29575;           ; 1.43251
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.68000;    0.00401;           0.51047; 0.51047;    0.29704; 0.65115;           ; 0.79700;    0.06693; 0.94794;    0.18200; 1.10395;           ; 1.26489;        0.40000;        0.60000;           ; 1.43062;           ; 1.60108
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.69000;    0.00295;           0.51831; 0.51831;    0.28503; 0.67065;           ; 0.83180;    0.09201; 1.00143;    0.13740; 1.17917;           ; 1.36450;        0.40000;        0.60000;           ; 1.55679;           ; 1.75544
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.70000;    0.00205;           0.52613; 0.52613;    0.27271; 0.68997;           ; 0.86588;    0.12023; 1.05293;    0.09763; 1.24999;           ; 1.45563;        0.40000;        0.60000;           ; 1.66819;           ; 1.88590
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.71000;    0.00131;           0.53393; 0.53393;    0.26014; 0.70904;           ; 0.89893;    0.15115; 1.10162;    0.06366; 1.31465;           ; 1.53504;        0.40000;        0.60000;           ; 1.75944;           ; 1.98426
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.72000;    0.00074;           0.54169; 0.54169;    0.24737; 0.72777;           ; 0.93066;    0.18430; 1.14674;    0.03633; 1.37157;           ; 1.59993;        0.40000;        0.60000;           ; 1.82615;           ; 2.04433
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.73000;    0.00033;           0.54941; 0.54941;    0.23444; 0.74610;           ; 0.96078;    0.21913; 1.18757;    0.01631; 1.41933;           ; 1.64800;        0.40000;        0.60000;           ; 1.86512;           ; 2.06235
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.74000;    0.00008;           0.55709; 0.55709;    0.22141; 0.76395;           ; 0.98903;    0.25511; 1.22347;    0.00410; 1.45677;           ; 1.67754;        0.40000;        0.60000;           ; 1.87445;           ; 2.03718
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.75000;    0.00000;           0.56470; 0.56470;    0.20833; 0.78125;           ; 1.01517;    0.29167; 1.25388;    0.00000; 1.48296;           ; 1.68750;        0.40000;        0.60000;           ; 1.85371;           ; 1.97040
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.76000;    0.00008;           0.57226; 0.57226;    0.19525; 0.79793;           ; 1.03894;    0.32822; 1.27831;    0.00410; 1.49726;           ; 1.67754;        0.40000;        0.60000;           ; 1.80389;           ; 1.86621
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.77000;    0.00033;           0.57974; 0.57974;    0.18222; 0.81394;           ; 1.06016;    0.36420; 1.29638;    0.01631; 1.49932;           ; 1.64800;        0.40000;        0.60000;           ; 1.72739;           ; 1.73116
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.78000;    0.00074;           0.58714; 0.58714;    0.16930; 0.82919;           ; 1.07862;    0.39904; 1.30780;    0.03633; 1.48908;           ; 1.59993;        0.40000;        0.60000;           ; 1.62790;           ; 1.57372
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.79000;    0.00131;           0.59446; 0.59446;    0.15652; 0.84364;           ; 1.09416;    0.43218; 1.31240;    0.06366; 1.46679;           ; 1.53504;        0.40000;        0.60000;           ; 1.51020;           ; 1.40380
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.80000;    0.00205;           0.60168; 0.60168;    0.14395; 0.85723;           ; 1.10665;    0.46310; 1.31011;    0.09763; 1.43302;           ; 1.45563;        0.40000;        0.60000;           ; 1.37997;           ; 1.23207
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.81000;    0.00295;           0.60881; 0.60881;    0.13164; 0.86990;           ; 1.11597;    0.49133; 1.30094;    0.13740; 1.38858;           ; 1.36450;        0.40000;        0.60000;           ; 1.24348;           ; 1.06933
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.82000;    0.00401;           0.61582; 0.61582;    0.11963; 0.88161;           ; 1.12204;    0.51640; 1.28507;    0.18200; 1.33457;           ; 1.26489;        0.40000;        0.60000;           ; 1.10731;           ; 0.92578
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.83000;    0.00524;           0.62273; 0.62273;    0.10797; 0.89230;           ; 1.12481;    0.53793; 1.26272;    0.23033; 1.27233;           ; 1.16032;        0.40000;        0.60000;           ; 0.97800;           ; 0.81047
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.84000;    0.00662;           0.62951; 0.62951;    0.09670; 0.90194;           ; 1.12426;    0.55557; 1.23426;    0.28119; 1.20338;           ; 1.05450;        0.40000;        0.60000;           ; 0.86180;           ; 0.73062
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.85000;    0.00816;           0.63616; 0.63616;    0.08588; 0.91048;           ; 1.12038;    0.56906; 1.20014;    0.33333; 1.12942;           ; 0.95118;        0.40000;        0.60000;           ; 0.76430;           ; 0.69127
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.86000;    0.00985;           0.64268; 0.64268;    0.07554; 0.91790;           ; 1.11322;    0.57817; 1.16089;    0.38548; 1.05227;           ; 0.85401;        0.40000;        0.60000;           ; 0.69019;           ; 0.69487
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.87000;    0.01170;           0.64906; 0.64906;    0.06572; 0.92416;           ; 1.10283;    0.58276; 1.11712;    0.43634; 0.97384;           ; 0.76645;        0.40000;        0.60000;           ; 0.64305;           ; 0.74121
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.88000;    0.01371;           0.65529; 0.65529;    0.05646; 0.92924;           ; 1.08931;    0.58276; 1.06954;    0.48466; 0.89605;           ; 0.69159;        0.40000;        0.60000;           ; 0.62514;           ; 0.82738
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.89000;    0.01586;           0.66136; 0.66136;    0.04781; 0.93312;           ; 1.07278;    0.57817; 1.01890;    0.52926; 0.82083;           ; 0.63208;        0.40000;        0.60000;           ; 0.63733;           ; 0.94795
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.90000;    0.01817;           0.66728; 0.66728;    0.03979; 0.93579;           ; 1.05338;    0.56906; 0.96598;    0.56904; 0.75001;           ; 0.59003;        0.40000;        0.60000;           ; 0.67902;           ; 1.09536
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.91000;    0.02062;           0.67304; 0.67304;    0.03243; 0.93723;           ; 1.03129;    0.55557; 0.91163;    0.60301; 0.68535;           ; 0.56694;        0.40000;        0.60000;           ; 0.74822;           ; 1.26033
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.92000;    0.02321;           0.67862; 0.67862;    0.02577; 0.93743;           ; 1.00671;    0.53793; 0.85670;    0.63033; 0.62843;           ; 0.56361;        0.40000;        0.60000;           ; 0.84159;           ; 1.43251
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.93000;    0.02595;           0.68402; 0.68402;    0.01983; 0.93640;           ; 0.97984;    0.51640; 0.80206;    0.65035; 0.58067;           ; 0.58017;        0.40000;        0.60000;           ; 0.95463;           ; 1.60108
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.94000;    0.02882;           0.68925; 0.68925;    0.01463; 0.93415;           ; 0.95094;    0.49133; 0.74857;    0.66256; 0.54323;           ; 0.61603;        0.40000;        0.60000;           ; 1.08190;           ; 1.75544
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.95000;    0.03183;           0.69429; 0.69429;    0.01020; 0.93067;           ; 0.92025;    0.46310; 0.69707;    0.66667; 0.51704;           ; 0.66993;        0.40000;        0.60000;           ; 1.21726;           ; 1.88590
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.96000;    0.03497;           0.69913; 0.69913;    0.00655; 0.92599;           ; 0.88805;    0.43218; 0.64838;    0.66256; 0.50274;           ; 0.73994;        0.40000;        0.60000;           ; 1.35420;           ; 1.98426
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.97000;    0.03825;           0.70378; 0.70378;    0.00369; 0.92012;           ; 0.85462;    0.39904; 0.60326;    0.65035; 0.50068;           ; 0.82360;        0.40000;        0.60000;           ; 1.48613;           ; 2.04433
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.98000;    0.04165;           0.70823; 0.70823;    0.00164; 0.91308;           ; 0.82027;    0.36420; 0.56243;    0.63033; 0.51092;           ; 0.91793;        0.40000;        0.60000;           ; 1.60667;           ; 2.06235
        ;                ;                ;                ;                ;                ;                ;                ;                ;43.99000;    0.04517;           0.71247; 0.71247;    0.00041; 0.90491;           ; 0.78529;    0.32822; 0.52653;    0.60301; 0.53321;           ; 1.01960;        0.40000;        0.60000;           ; 1.71004;           ; 2.03718
        ;                ;                ;                ;                ;                ;                ;                ;                ;44.00000;    0.04882;           0.71651; 0.71651;    0.00000; 0.89563;           ; 0.75000;    0.29167; 0.49612;    0.56904; 0.56698;           ; 1.12500;        0.40000;        0.60000;           ; 1.79125;           ; 1.97040
        ;                ;                ;                ;                ;                ;                ;                ;                ;44.01000;    0.05258;           0.72033; 0.72033;    0.00041; 0.88529;           ; 0.71471;    0.25511; 0.47169;    0.52926; 0.61142;           ; 1.23040;        0.40000;        0.60000;           ; 1.84639;           ; 1.86621
        ;                ;                ;                ;                ;                ;                ;                ;                ;44.02000;    0.05645;           0.72393; 0.72393;    0.00164; 0.87392;           ; 0.67973;    0.21913; 0.45362;    0.48466; 0.66543;           ; 1.33207;        0.40000;        0.60000;           ; 1.87281;           ; 1.73116
        ;                ;                ;                ;                ;                ;                ;                ;                ;44.03000;    0.06043;           0.72731; 0.72731;    0.00369; 0.86156;           ; 0.64538;    0.18430; 0.44220;    0.43634; 0.72767;           ; 1.42640;        0.40000;        0.60000;           ; 1.86922;           ; 1.57372
        ;                ;                ;                ;                ;                ;                ;                ;                ;44.04000;    0.06452;           0.73047; 0.73047;    0.00655; 0.84827;           ; 0.61195;    0.15115; 0.43760;    0.38548; 0.79662;           ; 1.51006;        0.40000;        0.60000;           ; 1.83581;           ; 1.40380
        ;                ;                ;                ;                ;                ;                ;                ;                ;44.05000;    0.06870;           0.73340; 0.73340;    0.01020; 0.83410;           ; 0.57975;    0.12023; 0.43989;    0.33333; 0.87058;           ; 1.58007;        0.40000;        0.60000;           ; 1.77418;           ; 1.23207
        ;                ;                ;                ;                ;                ;                ;                ;                ;44.06000;    0.07299;           0.73609; 0.73609;    0.01463; 0.81911;           ; 0.54906;    0.09201; 0.44906;    0.28119; 0.94773;           ; 1.63397;        0.40000;        0.60000;           ; 1.68731;           ; 1.06933
        ;                ;                ;                ;                ;                ;                ;                ;                ;44.07000;    0.07736;           0.73856; 0.73856;    0.01983; 0.80335;           ; 0.52016;    0.06693; 0.46493;    0.23033; 1.02616;           ; 1.66983;        0.40000;        0.60000;           ; 1.57937;           ; 0.92578
        ;                ;                ;                ;                ;                ;                ;                ;                ;44.08000;    0.08183;           0.74079; 0.74079;    0.02577; 0.78688;           ; 0.49329;    0.04540; 0.48728;    0.18200; 1.10395;           ; 1.68639;        0.40000;        0.60000;           ; 1.45557;           ; 0.81047
        ;                ;                ;                ;                ;                ;                ;                ;                ;44.09000;    0.08637;           0.74278; 0.74278;    0.03243; 0.76978;           ; 0.46871;    0.02776; 0.51574;    0.13740; 1.17917;           ; 1.68306;        0.40000;        0.60000;           ; 1.32186;           ; 0.73062
        ;                ;                ;                ;                ;                ;                ;                ;                ;44.10000;    0.09100;           0.74454; 0.74454;    0.03979; 0.75211;           ; 0.44662;    0.01428; 0.54986;    0.09763; 1.24999;           ; 1.65997;        0.40000;        0.60000;           ; 1.18470;           ; 0.69127
        ;                ;                ;                ;                ;                ;                ;                ;                ;44.11000;    0.09570;           0.74605; 0.74605;    0.04781; 0.73393;           ; 0.42722;    0.00517; 0.58911;    0.06366; 1.31465;           ; 1.61792;        0.40000;        0.60000;           ; 1.05068;           ; 0.69487
        ;                ;                ;                ;                ;                ;                ;                ;                ;44.12000;    0.10048;           0.74732; 0.74732;    0.05646; 0.71532;           ; 0.41069;    0.00058; 0.63288;    0.03633; 1.37157;           ; 1.55841;        0.40000;        0.60000;           ; 0.92626;           ; 0.74121
        ;                ;                ;                ;                ;                ;                ;                ;                ;44.13000;    0.10531;           0.74834; 0.74834;    0.06572; 0.69636;           ; 0.39717;    0.00058; 0.68046;    0.01631; 1.41933;           ; 1.48355;        0.40000;        0.60000;           ; 0.81743;           ; 0.82738
